0610755467,-119.09307667609467,36.02559116020199
0610710746,-118.10858462881718,36.337006176882205
0610710745,-118.20716710367462,36.37570284050791
0610755450,-118.16399351325897,35.88495566577447
0610755525,-118.17786246217554,36.0022202171363
0610755735,-118.16589984143877,36.17111394332395
0610744380,-118.95586569705954,36.72833486389484
0610744150,-118.96910650308384,36.529674800576345
0610710830,-118.95280084564155,36.439125043618866
0610710750,-118.76730830829102,36.444401497796854
0610755290,-118.6230581078467,35.81472126398545
0610755675,-118.97901384502617,36.07454912399532
0610754660,-118.97252843327193,36.06959463126079
0610755303,-118.96828994475969,36.05655024087548
0610754655,-118.97012778584718,36.05315098942062
0610755556,-119.00800958990514,36.08342943990316
0610755685,-119.00189469094344,36.07170163981569
0610755301,-118.98085724242424,36.05919645454546
0610754741,-119.01423177746209,36.089510130076526
0610755632,-118.99122481435856,36.05968645354118
0610755300,-118.95210725350779,36.0656808484698
0610754735,-118.98222883721118,36.0432173216397
0610755315,-118.87802080216818,36.069856839525364
0610710675,-119.10363095037167,36.33740987789025
0610710051,-119.13873207359462,36.04775355711099
0610710955,-119.04293218136296,36.16729637042009
0610711295,-119.08645944375591,36.18362772705443
0610755275,-118.90089740401064,35.958042152245994
0610755540,-118.73341854265279,36.02270035509692
0610744050,-119.22116541878685,36.57122931687241
0610711335,-119.12980267337856,36.04584269796695
0610754930,-119.1076297229161,36.04369227363803
0610755465,-119.07036805952171,36.04448136896449
0610754740,-119.02380213042734,36.07178096659942
0610755555,-118.98550005778075,36.09594128465997
0610711035,-119.03567258225108,36.151182201071606
0610710380,-119.14386699694187,36.086338132697904
0610710415,-119.15229880732988,36.0441995014605
0610754870,-119.01897617553816,36.192610196724075
0610711195,-119.03555809432974,36.215888098196935
0610744075,-119.21575615447819,36.52573131996921
0610744085,-119.14274121836847,36.61344481145248
0610710655,-119.02747098206926,36.32441135552093
0610744211,-119.08144237794284,36.41551454533639
0610755810,-119.04224292225561,36.11490377337747
0610755625,-119.0379285949112,36.115700185156264
0610754840,-119.05346941148554,36.1145146897345
0610754600,-119.15250010749764,36.022538806931294
0610755630,-118.94504874619575,36.01759862269549
0610754900,-118.95618336494238,36.16740848507101
0610755740,-118.72475592561231,36.194323634148134
0610743775,-119.08394093223119,36.41577256529689
0610743770,-119.08630268064775,36.40053996714333
0610710820,-119.11025764101622,36.364306824393005
0610754880,-119.03556114871544,36.123375585488645
0610710985,-119.04877100507085,36.13234022609761
0610710640,-118.9510708852333,36.266417959130216
0610710720,-119.01603251278593,36.372091786242436
0610744210,-119.07305571711736,36.49267510104174
0610755550,-118.46625750739948,36.00839922177023
0610755750,-118.41703313587718,36.187810427150964
0610710670,-119.06213657162847,36.34942919892388
0610710165,-119.08510076986205,36.393959696909874
0610755615,-119.02364967568019,36.07999856196571
0610755605,-119.03750531437318,36.086775078491854
0610755600,-119.02795914176647,36.08539623042957
0610755595,-119.04200221336119,36.094034457497145
0610755610,-119.03315468997668,36.093497631224835
0610755590,-119.03377447725671,36.09791661470711
0610754765,-119.04384956414974,36.0512380930927
0610755455,-118.5470359572859,35.89522304188199
0610710780,-118.41014107348789,36.45274102389944
0610710550,-118.40611109295877,36.62178679355433
0610710540,-118.58412160293472,36.69085253382734
0610710545,-118.77071740699976,36.621391754639234
0610744090,-118.96341646251815,36.647447146723685
0610755585,-119.05236564382598,36.09548194955585
0610754795,-119.06401194099318,36.083958454263644
0610754790,-119.0674579189113,36.093896906050205
0610755466,-119.05090099348891,36.06344589999965
0610754760,-119.05073014323465,36.06045698702327
0610754825,-119.05543415309192,36.06219309892948
0610711445,-119.12319695315526,36.08409358783242
0610710175,-119.08497785383753,36.237998349722034
0610710000,-119.14105802393345,36.052709399619914
0610710290,-119.13318426925662,36.059997040669394
0610711330,-119.10951633712197,36.07578380430994
0610711410,-119.10478764732765,36.10628241347605
0610710890,-119.08652587573171,36.091745157325924
0610754785,-119.07871202056812,36.072041250829805
0610754605,-119.06332746488786,36.07499923576508
0610755535,-119.05220358914181,36.10413207882793
0610710895,-119.07063685886976,36.1091477841328
0610711065,-119.08088784345765,36.14913807142661
0610711365,-119.09603276885976,36.142147980910686
0610754845,-119.0313838159912,36.11299028248259
0610754755,-119.04181296470743,36.03853827108305
0610754675,-119.04182778479199,36.03313797421856
0610754690,-119.05819056843491,36.037605225012925
0610755446,-119.04901183702441,36.030018458910895
0610711440,-119.13603063168016,36.04007617863744
0610754670,-119.08995231637894,36.01197803698536
0610755825,-119.13448732351742,36.02251409608803
0610754685,-119.07533910183818,36.036718245623156
0610754665,-119.06434428496217,36.027982426955944
0610755445,-119.05989199906368,36.00601475841747
0602930150,-119.05129426490936,35.36210256982518
0602930145,-119.0499359553474,35.370648788355105
0602930130,-119.05731051369499,35.37668593723352
0602930170,-119.05427068283102,35.374509547248806
