49009DA01,-109.39930520175602,40.92342791838943
49009MA02,-109.78959891156622,40.88579508028823
49009BP03,-109.12595213459915,40.81472678965607
49043SIS16,-111.54208139883812,40.704137171210974
49043OAK14,-110.75363007467884,40.864980971389976
49043WOO11,-111.18725939562005,40.59364740382346
49043HEW23,-111.50887744886498,40.72216428724998
49043OTN32,-111.5080109861704,40.64794025328921
49043OTS02,-111.50139004863948,40.637822803583916
49043HEN25,-111.49879466428843,41.00205817688113
49043KAW12,-111.3245132535013,40.638437598311214
49043HEE38,-111.49151228472965,40.70283650706055
49043HOY18,-111.38963390323059,40.86845247043406
49043SPW10,-111.61770337370174,40.74233327715497
49043SID33,-111.49239125081644,40.66610861829202
49043FRA28,-111.28802347987195,40.61286559474125
49043PBW41,-111.58993121207713,40.742345165550894
49043SPE30,-111.60592428775651,40.730737145389114
49043PBN39,-111.58105208499775,40.750922137784364
49043KAE29,-111.22245707327076,40.64648417574272
49043UPT22,-111.20892423629068,40.96482847926645
49043MOH40,-111.61551204279012,40.77918977514795
49043DVN01,-111.48678771728625,40.660932687547735
49043RRS36,-111.52316180608419,40.68944862759821
49043DVS31,-111.47523597043964,40.643416235325915
49043SIC08,-111.500830794018,40.75990943915791
49043QUM06,-111.51218212112667,40.671818389381215
49043RAP26,-111.52731152448524,40.710742931625234
49043BIT34,-111.5365514401537,40.739689469193024
49043CON20,-111.45645530657617,40.9041627047029
49043PEO15,-111.3779762207334,40.71507725853941
49043PRO03,-111.49864823324997,40.66169093610557
49043PBS09,-111.57965399634483,40.72538109020587
49043WAN17,-111.4164262462538,40.79809745573373
49043SNM42,-111.53748639661138,40.69843631128127
49043COS19,-111.39374808880906,40.90935946917701
49043PMN35,-111.49387126819181,40.68016989452301
49043PAW07,-111.56959588207432,40.678126895521956
49043JEW27,-111.57346062608939,40.75800566995077
49043ECH24,-111.28930376555465,41.06091564630326
49043PMS05,-111.48746610765278,40.67227880070768
49043THC04,-111.53169864976665,40.64254230342788
49043MAR13,-111.28920825162893,40.6785298109766
49043JEE37,-111.55719833519466,40.772157282543915
49043SPH21,-111.32578966628776,40.950194403514054
49005LOG05,-111.83931776224733,41.73094402169116
49005SMI04,-111.79360292096115,41.82103998555211
49005MIL01,-111.82894011326279,41.69087995520055
49005RIC01,-111.80393035255373,41.93204133294378
49005LOG28,-111.81731498865072,41.756384394739456
49005LOG22,-111.79964974095054,41.73502856622395
49005NLO02,-111.83416327190898,41.78079596069442
49005LOG23,-111.81684804305965,41.74584548831898
49005LOG06,-111.83867887631885,41.7362324269761
49005SMI06,-111.85201879306936,41.82439432482307
49005HPA02,-111.8417091814753,41.80718667453781
49005NEW01,-111.99555150934087,41.84318564479988
49005SMI02,-111.79226816594533,41.85222301569523
49005HPA01,-111.80853732727194,41.798027814498155
49005PAR01,-111.85387685403715,41.544313152987655
49005CLA01B,-111.96069315304325,41.9355293048711
49005CLA01A,-112.06437926135547,41.936371185924536
49005NLO05,-111.79517172094344,41.7693375790587
49005HYR02C,-111.83744690000525,41.64551780308852
49005LOG13,-111.79099654150919,41.748618447334195
49005WEL04,-111.91055454012846,41.610178942732745
49005PRO05,-111.8063168854991,41.69031025682981
49005LOG27,-111.85931661536428,41.70128486054402
49005LOG30,-111.85049953070941,41.75411407008446
49005PRO01,-111.8056185197646,41.71227331329454
49005LEW01,-111.85408751866626,41.96160787184115
49005HYR02A,-111.81597369396368,41.634749543064274
49005NLO04,-111.7877795546901,41.78457466413814
49005HYR01,-111.87161329715573,41.61107316877352
49005MEN01,-111.9618261775833,41.729557574805284
49005LOG25,-111.85421001415547,41.7465689861489
49005NLO01,-111.8249027047148,41.76578001161228
49005LOG08,-111.83083139790122,41.73995724079751
49005COR01,-111.98669390962337,41.96434694410422
49005LOG03,-111.84763245526625,41.723619704582504
49005LOG29,-111.79803397439058,41.726820071970515
49005LOG02,-111.83885744832779,41.72475096908738
49005LOG17,-111.83742699267037,41.75552988476925
49005WEL02,-111.96618769463666,41.59465410887175
49005LOG20,-111.79947699912942,41.75478782675843
49005LOG18,-111.8176617246799,41.7507788050248
49005LOG32,-111.83976083702073,41.70957016770943
49005HYR02B,-111.8057362383499,41.62914108161884
49005LOG04,-111.87511227259019,41.74115719733873
49005LOG12,-111.80856543057858,41.745043235595496
49005LOG26,-111.82342798205603,41.75354421858216
49005LOG07,-111.83137574461597,41.73392493071516
49005SMI01,-111.80411669089757,41.865078663001476
49005HYR04,-111.84177288089563,41.615931470879346
49005LOG11,-111.82292142509569,41.745543727238356
49005CYO01B,-111.90816046634453,41.70978319823487
49005ZZZ,-111.63223364617467,41.6796986624007
49005PRO02,-111.80545820715406,41.70142787254717
49005COV01,-111.78946920305027,41.970379432740636
49005LOG21,-111.78810102984527,41.759076601554845
49005NLO03,-111.8122945998555,41.77903417737449
49005PRO04,-111.82641782544316,41.71008805208548
49005MEN02,-112.00557831830021,41.71389924780288
49005LOG10,-111.82465982683252,41.73764769891401
49005SMI05,-111.8245991162928,41.82033950485915
49005LOG01,-111.83147742557452,41.72690849735856
49005LOG15,-111.82061683152826,41.74010110024517
49005LOG33,-111.86464232925555,41.72633065379365
49005SMI03,-111.79760730965181,41.837349341988066
49005NIB01,-111.85556364339297,41.684851000132376
49005HYR05,-111.81410771714881,41.61481475974637
49005RHE01,-111.81550617899165,41.72189422600215
49005LOG24,-111.82241309518551,41.72828199680225
49005HYR03,-111.87103208487153,41.647353449696695
49005CYO01A,-111.85639466953997,41.69353246072053
49005TRE01,-111.93490522760315,41.91217997438787
49005SMI07,-111.85459653850047,41.8640239922908
49005LEW02,-111.90114485339524,41.9512738724671
49005LOG16,-111.83031784216182,41.751321562646396
49005WEL01,-111.95981466008733,41.652298367428195
49005AMA01,-111.91450308706368,41.85883805065698
49005NLO06,-111.79614658848278,41.76315839512044
49005WEL03,-111.91624485423453,41.66042565532935
49005LOG14,-111.8025346398808,41.73950024936435
49005NIB02,-111.84567075655127,41.663239807932975
49005LOG19,-111.80918750525885,41.7544595839932
49005MIL02,-111.81493443037708,41.66856557602174
49005BEN01,-111.91486425757135,41.78875906354634
49005LOG31,-111.85742074362217,41.77519564775179
49005RIC02,-111.80776900724187,41.90307441804413
49005LOG09,-111.82158626280906,41.7327082209467
49005PRO03,-111.8285385646301,41.69970359390349
49029PE02B,-111.69263588904289,41.14508736587463
49029SM05B,-111.6016672273906,41.03220549097849
49029SM05A,-111.67062932322634,41.02337550870191
49029MI03B,-111.77837017216208,41.04447893363472
49029MI03C,-111.7192354387232,41.061857788080424
49029CC04A,-111.64911787494006,40.90285168598526
49029PE02A,-111.76886207873345,41.15084765584801
49029MI03A,-111.71979078473149,41.078806423053734
49029NM07,-111.660024821787,41.075002791032595
49029CC04B,-111.6205193199406,40.97563513509237
49029CM06,-111.70547576570111,41.044682291319795
49029CR08,-111.41996543745012,41.19373796299226
49029MG01,-111.80183150683128,41.175777616515155
49003CCR01,-113.31999736142593,41.94248189631005
49003FIE02,-112.15049095674523,41.826467255666984
49003BRC01,-112.08371829372736,41.48395937473106
49003HOW01U,-112.48071387323505,41.876311002105645
49003BRC07,-112.01874860198268,41.525549390443
49003BRC02,-112.04013034128134,41.498009602157126
49003GAR02U,-112.20279246867315,41.752500498303704
49003LAK01A,-112.28270428665572,41.32480935390889
49003ELW08F,-112.1404772099212,41.70226844916176
49003ELW02F,-112.14522119741251,41.66017681264286
49003PER03,-112.04629355052253,41.468713620920624
49003BRC10,-111.98486936005385,41.51985775337527
49003BRC04,-112.06429254593654,41.504826444958674
49003ELW04F,-112.11153220760337,41.67253761921299
49003TRE02M,-112.17568928890283,41.70850658867932
