0608,0
4804,0
4703,0
2302,0
3705,0
2706,0
0106,0
1217,0
1501,0
0638,0
3301,0
2406,0
4805,0
0905,0
2604,0
0637,0
0626,0
0902,0
0404,0
0615,0
4815,0
2403,0
3501,0
2612,0
0633,0
4709,0
0609,0
2907,0
4827,0
0614,0
2615,0
2608,0
4706,0
4824,0
0627,0
5104,0
2610,0
4702,0
0903,0
4817,0
0651,0
4822,0
4806,0
2609,0
0407,0
2404,0
0628,0
3709,0
2611,0
5107,0
0642,0
2206,0
0625,0
3711,0
0101,0
0630,0
2502,0
4816,0
1208,0
4831,0
4823,0
0636,0
1206,0
2507,0
4705,0
0635,0
2508,0
4504,0
4808,0
4812,0
3710,0
4801,0
4215,0
2405,0
4004,0
0639,0
2504,0
4829,0
4802,0
0629,0
2603,0
3708,0
0640,0
2606,0
2702,0
5109,0
4830,0
5106,0
4208,0
5102,0
4807,0
2602,0
2703,0
2407,0
2301,0
0634,0
2401,0
1204,0
4503,0
3712,0
3702,0
3707,0
0105,0
2509,0
0613,0
1198,0
0631,0
2704,0
0616,0
0406,0
0403,0
3302,0
5105,0
4818,0
4828,0
4810,0
0643,0
2605,0
4502,0
1213,0
0644,0
5110,0
0632,0
3704,0
4803,0
3102,0
4832,0
0807,0
5000,0
0103,0
0647,0
4814,0
4219,0
3701,0
1211,0
2408,0
5111,0
1212,0
2505,0
1901,0
4704,0
4826,0
0605,0
4809,0
0104,1
4206,1
4002,1
0806,1
5403,1
0804,1
0602,1
1905,1
2904,1
3411,1
0107,1
3904,1
5402,1
1709,1
4218,1
3917,1
2601,1
1801,1
3413,1
1706,1
1224,1
1904,1
5505,1
5503,1
1809,1
0652,1
1221,1
4207,1
1205,1
2003,1
5508,1
0618,1
4600,1
0601,1
3403,1
3404,1
1202,1
3918,1
1807,1
4201,1
3502,1
0622,1
3901,1
2002,1
2204,1
1707,1
0620,1
2803,1
1220,1
4813,1
4217,1
3405,1
2804,1
3103,1
4214,1
4212,1
1714,1
1806,1
4205,1
1201,1
4003,1
4001,1
3916,1
0401,1
4216,1
0611,1
0650,1
1718,1
3908,1
3410,1
3402,1
4204,1
0803,1
2004,1
4210,1
1802,1
0501,1
2801,1
0649,1
3912,1
0617,1
2908,1
1701,1
3915,1
5308,1
1805,1
0802,1
0102,1
3406,1
3905,1
4202,1
5309,1
2203,1
0604,1
1216,1
1708,1
2707,1
0603,1
1719,1
3201,1
5507,1
1207,1
2906,1
1602,1
5303,1
2902,1
2202,1
5401,1
4209,1
5506,1
2802,1
3412,1
3800,1
4505,1
1225,1
4203,1
5302,1
4211,1
1601,1
2909,1
3203,1
3903,1
1705,1
3407,1
0607,1
3503,1
3906,1
2201,1
1000,1
0502,1
5600,1
0503,1
2901,1
2001,1
2701,1
3907,1
4902,1
1222,1
1215,1
2205,1
1713,1
5307,1
1804,1
2207,1
4901,1
5304,1
4819,1
5501,1
2614,2
4825,2
1903,2
2506,2
5108,2
0901,2
2607,2
0904,2
2613,2
4701,2
4005,2
0805,2
2705,2
0405,2
5504,2
0648,2
4506,2
4821,2
4820,2
4708,2
0653,2
0408,2
4811,2
5101,2
2510,2
1902,2
0606,2
2501,2
3911,3
5502,3
0619,3
4213,3
1716,3
2708,3
2905,3
1702,3
1808,3
3902,3
1803,3
1712,3
3913,3
0504,3
0621,3
2903,3
5305,3
3914,3
0801,3
3909,3
3101,3
4903,3
5301,3
3401,3
