4002,0
4825,0
2904,0
4805,0
1224,0
4207,0
1202,0
2907,0
2610,0
2804,0
2609,0
4001,0
4005,0
2206,0
0805,0
3915,0
2507,0
5504,0
2508,0
3710,0
0648,0
4506,0
2606,0
3201,0
4208,0
4708,0
2802,0
2903,0
3302,0
1213,0
0644,0
0801,0
3102,0
0103,0
0606,0
2207,0
2501,0
4804,1
0104,1
4206,1
4703,1
2614,1
0806,1
0804,1
0602,1
1905,1
3411,1
2706,1
0107,1
1903,1
1217,1
5402,1
1709,1
4218,1
2601,1
3413,1
2604,1
1706,1
1904,1
1221,1
1205,1
2003,1
2403,1
0618,1
3501,1
2612,1
3403,1
3404,1
0619,1
1807,1
2615,1
2608,1
2905,1
3502,1
3901,1
2204,1
2803,1
1220,1
4813,1
4817,1
4217,1
3405,1
2613,1
1714,1
4806,1
4205,1
1201,1
4003,1
3916,1
0401,1
4216,1
1803,1
0611,1
0650,1
3908,1
3410,1
4204,1
0625,1
0803,1
4210,1
1802,1
2801,1
0617,1
2908,1
4823,1
1206,1
0802,1
0102,1
3406,1
4215,1
3905,1
4004,1
5309,1
2203,1
0604,1
1216,1
1708,1
0603,1
4821,1
1207,1
5109,1
2906,1
1602,1
2602,1
2202,1
4209,1
2401,1
1204,1
3412,1
4503,1
3800,1
4505,1
1225,1
4203,1
4811,1
4211,1
1601,1
2909,1
3203,1
2605,1
4502,1
1705,1
3407,1
0607,1
3503,1
2201,1
1000,1
0502,1
5600,1
0503,1
3101,1
0807,1
1902,1
3907,1
1222,1
1215,1
1713,1
3401,1
1804,1
1211,1
1901,1
4704,1
4826,1
4819,1
5501,1
5403,2
3904,2
3917,2
3911,2
1801,2
5505,2
5503,2
1809,2
5502,2
0652,2
5508,2
4600,2
0601,2
3918,2
4213,2
4201,2
1716,2
2708,2
1702,2
0622,2
1808,2
2002,2
1707,2
0620,2
3902,2
3103,2
4214,2
4212,2
1806,2
1718,2
3402,2
2004,2
0501,2
0649,2
3912,2
1701,2
5308,2
1712,2
1805,2
3913,2
4202,2
0504,2
2707,2
1719,2
5507,2
0621,2
5303,2
2902,2
5401,2
5506,2
5302,2
5305,2
3914,2
3903,2
3906,2
3909,2
2901,2
2001,2
2701,2
4902,2
4903,2
2205,2
5301,2
5307,2
4901,2
5304,2
0608,3
2302,3
3705,3
2506,3
5108,3
0106,3
1501,3
0638,3
0901,3
3301,3
2406,3
0905,3
0637,3
0626,3
0902,3
0404,3
0615,3
4815,3
2607,3
0633,3
4709,3
0609,3
4827,3
0614,3
4706,3
4824,3
0904,3
0627,3
5104,3
4702,3
0903,3
0651,3
4822,3
4701,3
0407,3
2404,3
0628,3
3709,3
2611,3
5107,3
0642,3
3711,3
0101,3
0630,3
2502,3
4816,3
1208,3
2705,3
4831,3
0405,3
0636,3
4705,3
0635,3
4504,3
4808,3
4812,3
4801,3
2405,3
0639,3
2504,3
4829,3
4802,3
0629,3
2603,3
3708,3
0640,3
2702,3
4820,3
4830,3
5106,3
5102,3
4807,3
2703,3
0653,3
2407,3
2301,3
0634,3
0408,3
3712,3
3702,3
3707,3
0105,3
2509,3
0613,3
5101,3
1198,3
0631,3
2704,3
0616,3
0406,3
0403,3
5105,3
4818,3
4828,3
4810,3
0643,3
2510,3
5110,3
0632,3
3704,3
4803,3
4832,3
5000,3
0647,3
4814,3
4219,3
3701,3
2408,3
5111,3
1212,3
2505,3
0605,3
4809,3
