0608,90.85930660477051
4804,497.3414012393392
4703,346.24295439445905
2302,214.93910875424265
3705,332.76569466148396
2706,389.2264027769642
0106,257.8542191094574
1217,406.3629481647638
1501,203.9835977740096
0638,153.97580391655111
3301,156.76151927359783
2406,297.9864326459706
4805,311.68188788358975
0905,204.125684384912
2604,456.23490144834267
0637,192.6226438082657
0626,348.50672598149765
0902,214.5398409184709
0404,217.61770495181318
0615,154.4863949163009
4815,351.3942170388275
2403,263.42493521923024
3501,649.5848506300985
2612,436.88463290693556
0633,79.18578974067272
4709,225.01000668565052
0609,200.23639792540627
2907,459.2591259663765
4827,337.15928683812916
0614,336.9595692072444
2615,434.8148125835031
2608,391.2861845550729
4706,361.284383001461
4824,263.9353228377187
0627,94.55878767662244
5104,305.0746688402927
2610,446.2768834510266
4702,281.78845790142793
0903,233.14375029125748
4817,433.76226516952363
0651,253.92734346802897
4822,282.33659911803335
4806,395.70305787390714
2609,394.86010716424005
0407,336.13520089289864
2404,201.5569577135897
0628,42.94202806915769
3709,242.13646566278118
2611,404.73661657907286
5107,309.2627769351146
0642,200.2523542006664
2206,550.0615158613911
0625,428.19520943200365
3711,374.94054661665615
0101,323.37693718056585
0630,117.04507175156839
2502,291.004931006673
4816,224.5120190319448
1208,293.9992128194423
4831,321.05177634960944
4823,376.9333576947867
0636,45.76321382350292
1206,415.52575182996776
2507,291.9736328556034
4705,271.4006420260488
0635,113.63330790641498
2508,333.4901658851701
4504,402.292441767918
4808,366.1634116918793
4812,404.0228067363043
3710,279.13056627648336
4801,439.0969049478467
4215,465.9195705973568
2405,295.1892868588162
4004,541.1730158982562
0639,92.20110433075241
2504,268.71902259510335
4829,172.83272308259652
4802,273.50568142705197
0629,97.4250177931395
2603,447.7265827751501
3708,240.80410108692337
0640,196.34569925060802
2606,396.190825028094
2702,387.80539452353696
5109,416.35933004978017
4830,303.9258988909285
5106,324.8424553167186
4208,454.12803780889016
5102,200.74064168474948
4807,212.98021235148997
2602,487.76543375675703
2703,322.6986353131797
2407,355.6271258575279
2301,183.60145794365008
0634,106.92300421018085
2401,360.71330134911403
1204,335.31430474344654
4503,494.2731091954111
3712,187.1465485683572
3702,157.39463974885098
3707,278.45527028354053
0105,346.32430736513163
2509,289.30274806416566
0613,162.4856192884306
1198,202.5455433530635
0631,124.40896216746016
2704,305.5897191620212
0616,306.48813307572453
0406,353.75256880687687
0403,334.36546059836405
3302,277.5482303193036
5105,397.66495645717936
4818,247.59376521113433
4828,274.235376737085
4810,300.2468320276622
0643,264.3450722194273
2605,489.5734667654167
4502,460.0429173453198
